file_name,style_caption_1,style_caption_2,style_caption_3,style_caption_4,style_caption_5
Cleaning Dishes in Kitchen Sink.wav,"Faucet gushing, dishes clank like a clumsy kitchen symphony.","Sink on, dishes clank like they're playing sink pong.",Breezy air conducts a hard object percussion ensemble.,Kitchen maestro orchestrates clinking glasses in sink orchestra.,Pots and pans chorus while doing the dishwashing dance.
street_ambience_day_2.wav,"A chatty crowd gossiping, as a stealthy whisper party takes place in the background.","In a bustling eatery, folks chat while silverware orchestrates a clinking symphony on plates.","A room full of chatterboxes, engaging in the world's most entertaining game of verbal ping-pong.","A lively gathering of conversational acrobats, performing word-wielding stunts in a room.","In a jam-packed restaurant, voices and utensils harmonize in the beautiful cacophony of culinary chatter."
Ambience with people.wav,"Chattering folks drowned by a siren's beep, like a game of Who's Louder? at a social gathering.","Gabbing masses and machine hums, an odd symphony of human interaction and mechanical endeavors.","Voices mix with machine whirrs, creating a bizarre cocktail party for robots and humans alike.","A machine's beeping steals the show at a chatty building, vying for attention like an attention-seeking toddler.","Buzzing conversations meet beeping machines, like a coffee shop invaded by curious robots."
TropicalBirds1.wav,"Birds' choir audition, with unique chirps and calls, sounds like nature's American Idol.",Birdsong mixtape: chirping tracks now featuring calls from a diverse aviary gang.,"Squeaky bird duets with loud and soft chirpers, forming the ultimate feathery band.","Outside bird ensemble: shrill soloists stealing the show, while others humbly harmonize.",Soft chirpers set the stage for squeaking diva and loud-chirping rock star birds.
atmo_kenting_national_park.wav,"A bird whistles a catchy tune, joined by cicada backup singers.","Birds and critters jamming, interrupted by a distant highway orchestra.",A birds and crickets duet – nature's chirpy symphony.,"Birds and wildlife serenade, competing with a distant freeway band.","A diverse bird choir sings, accompanied by Mother Nature's wind instrument."
Country Porch Crickets.wav,A revving machine and a car speeding on the highway like a race between a hamster wheel and a Ferrari.,"Wind's howling like an angry cat while fire crackles, sounds like nature's dysfunctional family reunion.","A truck splashes through a storm like an aquatic wrestler, making a splash in the wrestling world.",Night driving with bugs buzzing like a frantic orchestra of tiny violins playing for windshield mercy.,"Cruising at night while bugs create a noisy symphony, proving they'd rather be rock stars than roadkill."
Boston City Sidewalk - Mild Traffic - Midday Fenway.wav,"A car engine roars, getting louder as if it's running late for a comedy show. ","A car engine's approach crescendos, as if it's been practicing its opera skills. ","An engine hums, while background voices seem to gossip about its performance.","Rain, wheels, and yells blend like an urban symphony during peak rush hour. ",The engine's whir is accompanied by chatty background singers preparing for their big debut.
Tap turning on_off.wav,"Faucet turns on, water rushes out like it's late to a meeting with the sink.","Faucet runs water at a medium pace, just like a casually strolling goldfish in a stream.","Someone flips the sink faucet switch, unleashing a mini waterfall for bathroom gnomes.","Tap twists open, water graciously slides out like an elegant aquatic ballet.","A sneaky hand turns on the sink faucet, letting the water party like nobody's watching."
CalmVillage NL 9pm SHORT Engelen 130701_01.wav,"Wild birds perform a rowdy symphony, like a feathery rock band in nature. ","Birds harmonizing in close quarters, gossiping about the latest worm trends. ","Birds cuddle up and serenade one another, as if it's bird karaoke night. ","Amidst distant traffic chaos, our feathered friends host a chirping protest. ","Birds defiantly tweet their anthem, drowning out the distant hum of traffic."
Zoo2-20130725.wav,Birds in the wild gossiping like teenage girls at a slumber party.,A multi-species bird choir auditioning in the forest.,"Birds having a long-distance conversation via tweets, no smartphones required.",Distant birds discussing juicy gossip through chirps and tweets.,Drama of bird shrieks colliding with the soundtrack of Fast & Furious: Feathered Edition.
civic manual shifter noise.wav,A door lock gets picky as someone tries unlocking it with humor.,A lock on a door tries learning comedy in hopes to be picked.,Rumbling and shuffling noises: the gossip of sound waves at a party.,Rumbling and shuffling noises that escalate like a rollercoaster of laughter.,Knocking doors and rolling wood – nature's musical comedy duo.
"Wind, Soft. Crickets.wav","A bus with open windows zooming, like it's auditioning for The Fast and the Furious: Public Transit Edition.","Air bustling, birds singing like a feathery orchestra, while traffic harmonizes in the distance.","The bus cruises, windows down, as if trying to be the cool kid on the block.","Wind roaring fiercely, with a side of mysterious background rattles – nature's heavy metal concert.","Wind howling, with background rattles like Mother Nature playing her own tambourine."
hg.wav,"A zooming car briefly drowns out a clock's tick-tock, maybe it's racing time itself!",Roadside machines and cars create a symphony of vehicular chaos that can't be stopped.,"A car zips by, machines chug along, it's a mechanical jungle out there!","Wind whooshes and rain tap-dances, nature's way of orchestrating a stormy performance.","The wind races, the rain chases; they must be having a friendly competition!"
Food Burning Cooking.wav,"A person's voice transforms into rain, followed by footsteps - the ultimate ventriloquist act.",A woman whispers sweet nothings amid electronic static - the soundtrack to robot romance.,Electronic static joins a woman's soft voice for a techno lullaby duet.,"Woman chats while oil sizzles, creating nature's finest cooking show soundtrack.",Oil sizzles while a woman talks - the perfect recipe for kitchen gossip.
hereg_hungary__grain_field_1_20080712.wav,"Car door's grand entrance, stealing the spotlight from the insect orchestra.","Insect band rehearsing, annoyed by background human noises.",A car door's cameo in nature's insect symphony.,"Bottle storage, car cameo, and cricket choir: a suburban symphony.","Crickets perform their evening serenade, volume turned to 11."
thunder2.wav,Rainstorm's soundtrack: Thunder's drum solo in the background.,A rainy day with thunder providing the bass drops.,"Rain pitter-patters, while thunder steals the show with a BOOM!",Rain and wind in a synchronized nature dance-off.,Rain tap dances as thunder announces its grand entrance.
Robin in town in the evening.wav,"Birds sing in the woods, while a hefty bird hoots away like an opera star backstage.","Birds harmonize in the forest, with a hooting large bird as their backup vocalist.","Birds tweet a symphony, featuring an owl's bass solo.","A birdsong choir performs, accompanied by an owl's deep hooting background beat.",Jungle jam session: chirping birds and assorted animals form a wild orchestra.
Night Traffic.wav,That car's engine growls like a hungry bear searching for snacks.,"A truck's ignition roars, setting off like a rocket on wheels.",City tunnel transforms into an orchestra of splashing vehicles.,A nearby car rumbles like an impatient tummy during a meeting.,Rain applauds as vehicles parade through the city tunnel's stage.
Lake St Clair 2.wav,Birds serenade while the stream's splashin' like a tap dancer in rain boots.,"Bubbling water soundtrack, perfect for nature's 24/7 jacuzzi party.","Birds gossiping while water hustles down the stream, nature's symphony.",Water sounds like it's giving a speech in bubble language.,"Stream racing and birds chit-chatting, just another day at nature's talk show."
Tren Int. Train Gente Hablando.wav,A man's speech competes with a baby's adorable gibberish symphony. ,"A man chats, then a woman and child turn it into a cute talk-show. ",A man's words jostle with baby's incomprehensible sound effects. ,"Man speaks, followed by a mother-child chit-chat extravaganza. ","A lively chatfest featuring humans, noise, and a babbling baby maestro."
LOUD THUNDER - WITH RAIN HITTING UMBRELLA.wav,"Birds chirp like a morning symphony, while thunder preps its drumroll backstage.","Birds tweet their summer tunes, thunder crashes, and raindrops join the dance party.",Birds hold chirp auditions while thunderstorms practice their ominous entrance music.,Thunder rumbles its applause for the brave bird singing through nature's wet rock concert.,"A solo bird serenades the sky, as thunder and rain join the moody acoustic jam session."
near_river.wav,"Insects and birds hold a symphony, the grandest nature's orchestra.",Birds sing a breezy duet with Mother Nature's wind ensemble.,Birds provide a melodic harmony over waterfall's drum solo.,Insects and birds unite to form a chirping supergroup.,Birds' chirpy tunes accompanied by a rumbling waterfall bassline.
Storm_28_6_2011.wav,"Sidewalk's getting a rain massage, making nature's version of a tap dance.",Mother Nature's jam session: heavy rain and light thunder remix.,Raindrop symphony with guest appearance by distant thunder.,Thunder whispering in the distance while raindrops perform a ballet.,"Raindrops splashing on the floor, creating nature's slip n' slide party."
ThunderWindandRain.wav,Thunder rumbles like a giant's hungry stomach during a drizzly day.,"Wind and storm, nature's grumpy orchestra tuning their instruments.","Thunder rumbles, escalating to a deafening drumroll, then bows out.","Water falls in sync with wind's dance, turning up the tempo.",Thunder applauds the rain's performance from a distance.
080808_29_City_Traffic_Road_Bus.wav,"Nearby street sounds like a race between cars and motorcycles, vroom vroom, anyone got earplugs? ","Close by, motorcycles and cars turn the road into a noisy parade, honk if you're funny!","Motorcycle and cars zoom past like a symphony of combustion engines, beep beep goes the traffic!","Motorcycle and cars whizzing by, reminding us of a high-speed game of follow the leader.","Lone motorcycle with traffic backup singers, performing the classic ballad of Urban Symphony."
BoyRacer.wav,"Motorcycle engine channels inner lion, roars repeatedly, and zooms off to freedom. ","Motorcycle engine sings opera, hits high note, then vanishes like a diva.",Motorcycle engine impersonates an excited bumblebee before buzzing away.,Motorcycle engine practices Morse code before vanishing into the horizon.,Motorcycle engine stages a drumroll before disappearing like a magician.
Omsk_Victory_park_7.wav,"A motorcycle zooms by, joining the harmony of a bird's song and children's laughter in the background.","Birds gossiping as car engines perform their distant, roaring solos.",Motorcycles transform into racehorses while nature serenades with a birdy opera nearby.,Motorcycles audition for Fast & Furious as birds sing backup vocals in close proximity.,Turbo-charged vehicle zips past while birds screech and wind plays its favorite tune.
Street Barcelona Lluria consell de cent 2.wav,Engines revving like a chorus of motorized beasts in a mechanical opera.,A highway symphony starring cars and motorcycles in a rush-hour performance.,"Busy highway traffic, where cars and motorcycles play 'catch me if you can'.",A parade of high-speed vehicles competing to be the fastest.,Speedy vehicles zipping past like caffeinated squirrels on wheels.
Rain and distant thunder.wav,"Rain pummels the ground while thunder rumbles, as if Mother Nature's bowling night got too wild.","Thunderclaps join a rain dance, playing nature's aggressive percussion symphony.","Raindrops tap-dance on the floor, while thunder's lion-roar crashes the party.","Rain showers the roof like nature's personal drummer, and thunder adds a distant bassline.",Rain drums on the roof with thunder booming like an overenthusiastic tuba player in the distance.
walking in snow 2.wav,"Steady footsteps outdoors, crackling like a bowl of cereal being chewed by a determined squirrel.","Footsteps crescendo, then decrescendo, crunching nature's symphony of gravel, twigs, and leaves.","The walker becomes a snow-and-ice dance artist, performing a waltz with nature's slippery floor.","Strolling through ice and snow, reenacting Frosty the Snowman's winter escapades.","Outdoor pace steady as if participating in nature's ASMR, crackling beneath each step."
austin_ambience02.wav,"Birds having a chat party, but that owl just won't stop hooting. ","Chatty birds with an owl who's acting like a DJ, hooting away.","Nature's orchestra: water flowing, birds singing, and a mysterious choir.","Waterfall so powerful, it has animals screaming like fans at a rock concert.","Aquatic melodies, bird solos, and a surprise vocal group in the background."
spatula1.wav,"Metal objects clash, it's like a sword fight between kitchen utensils!","Pan bashing repeatedly, must be trying to summon Captain Cook.","Clanging metal objects, or an impromptu robot dance party?","Random pipe banging - plumber's interpretive dance, maybe?",Pipes bang without rhythm; a percussionist's worst nightmare.
Toilet 1 .wav,"A toilet flushes, swirling water vortex to the underworld.","A double-flushed toilet, ensuring that aquatic goodbye.","Post-toilet use, a flush duet ensues.","Toilet flushed, water spirals to pipe paradise.","Toilet flushed, water embarks on pipe adventure."
TrainAcrossThePark_.wav,A bell mimics a metronome while a train photobombs the audio.,A relentless bell serenades an attention-seeking train.,Chatty metal pieces gossip while cars rudely interrupt.,The train station bell becomes the lead vocalist for an incoming train performance.,"Train signal, chugging guest star, and backup birds form a musical trio."
1233_dripping_water_2.wav,"Water dripping on metal, like a tiny orchestra tuning up for the big performance.","Water pinging into an empty metal pan - it's tap dance night, folks!",Metal pot catches water drops like a mini drum solo in the kitchen.,"Water plinks into a metal pot, making a symphony only slow-motion can appreciate.",Repeated drips into a metal pan - when your faucet decides to try its hand at beatboxing.
fountain train station.wav,"Water cascades into a creek, sounding like nature's applause for a great joke.","Water tumbles into a shallow creek, like it's practicing for the high dive at the Olympics.","Water races into a gutter, loudspeaker cheering in the distance, they're in a sound Olympics race!","Gutter water rushes down the drain, with a far-off loudspeaker like a bad referee in this wet game.","Rain plops into puddles, and a muffled voice in the background is auditioning for an underwater opera."
PS3F_FOZ_Vila yolanda_grilo_noite.wav,Crickets perform their symphony while distant animals audition for a howl-iday special.,Crickets and frogs throw a wild backyard karaoke party.,"Insects chirp away, gossiping to the tune of a gentle breeze.",Insects' chirp-tastic concert featuring special guest: Slight Wind.,"Crickets and insects sing backup for cars' hit single, Life in the Fast Lane."
Evening Atmosphere #1.wav,"A bus hydroplaning like a pro on a wet, drizzly day.","Birds chirping a melody, out-singing the traffic, with a surprise click finale.",Birds harmonizing with the relentless downpour like nature's shower singers.,"A bus splashing through puddles on a soggy day, reenacting Noah's Ark.","Rain unleashing a watery symphony, cueing birds for a surprise background chorus."
Train_stopping(2).wav,"A train's bell clangs, signaling its arrival like a gentle giant sneaking up on you in slow motion. ","As a train cruises past, its bell tolls - a reminder that it's a musical, metal snake of transportation. ","Train bells playfully chime before the locomotive wooshes by, blending into the horizon like a noisy ninja. ","Alarming bells scream surprise! at a train crossing before the mechanical beast thunders by, high-fiving the air. ","Warning bells sing as a train passes, creating a symphony of metal screeching and disappearing into the distance."
Suburban Summer Nights.wav,"As evening descends, crickets and birds form an orchestra, as if they're auditioning for America's Got Talent: Insect Edition.","Crickets provide outdoor surround sound, showcasing their impressive remix of Chirp, Buzz, Repeat.","Crickets' buzzing and chirping concert, a symphony that even Beethoven would've put on repeat.","Roadside crickets and insects start a chirping band, hoping for their big break on Insect Idol.","Crickets and insects near the road compose their own chirpy soundtrack, like a Bugs Life off-Broadway show."
Grasshoppers_and_wind2.wav,"Crickets serenade while objects scratch, like a tiny DJ mixing nature's beats. ","Distant scratching pairs with cricket tunes, nature's odd concert. ","Insect chatter from afar, it's like nature's gossiping in hushed whispers. ","Wind whispers sweet nothings, while nearby insect busts a move. ","Insect noise at a distance, nature's subtle soundtrack in a calm setting."
car alarm 130603.wav,"A car alarm's blare bounces off a building, like a game of echo tag between the alarm and the walls.",A car alarm in an open parking lot honks like an opera singer begging for applause.,"The persistent beeping of a car alarm is like an annoying kid poking you, but louder.",A nonstop car alarm beep competes with the Energizer Bunny for eternal persistence.,"In an open parking lot, a car alarm honks like it's cheering for its favorite sports team."
engine_spin_up.wav,A drill revs up like an overexcited dentist preparing for a root canal party. ,"A drill spins faster than a squirrel on a sugar rush, ready to burrow through anything.",An engine's pitch ascends like an opera singer hitting all the high notes while flooring the gas pedal.,"An engine climbing the pitch ladder, racing against time and gravity as it scales new heights.","A jet engine whines loudly, approaching like an attention-seeking toddler before parking for a timeout."
fonte_0002.wav,"Drip by drip, a liquid sneaks into another, as the wind whispers secrets in the background.","Gentle droplets pitter-patter on stone, echoing like tiny tap dancers with wet shoes.","A leaky faucet competes with traffic's roar, as if auditioning for a chaotic symphony.","A faucet weeps water droplets, while traffic honks like an impatient orchestra.","As water trickles down, cars zoom past like speedy, metallic fish in an urban river."
Wind__Artic__Cold.wav,"An airplane cruises through the air, like a snail with wings.","An airplane gliding steadily, mocking birds with its mechanical grace.","Airplane engine whirrs, it takes off, turning wind into a fierce dance partner.","Strong gusts create a wind tunnel, nature's hairdryer on full blast.","Wind gusts fiercely, nature orchestrating its own wind tunnel symphony."
Pag_Starigrad_crickets_birds_2.wav,Birds gossiping with a waterfall's booming monologue stealing the show.,Chatty birds accompanied by nature's dramatic drumroll of water.,Jungle karaoke featuring chirping birds and tropical beats.,"Birds in a melodic battle of chirps, calls, and diva solos.","Jungle orchestra, starring birds and their chirpy symphony."
Wind Noise Backyard.wav,"A distant stomp parade, as someone tip-toes across the Earth's stage.",The jingle-jangle door unlock ballet followed by the ceremonial key plunk.,"Key symphony crescendos, door creaks open, and the grand finale: keys hit the table!",An office tango muffling the serenade of distant car honks.,A bustling office dancer muffles the distant vehicular orchestra.
market3.wav,A bustling restaurant where everyone's trying to out-chat each other like a verbal Olympics.,Boisterous chattering with an ending that sounds like a chip bag finale.,"A lively marketplace: bargain-hunting and loud negotiations, the sound of capitalism at work!",A huddle of humans engaged in a close-quarters conversation symphony.,"A cluster of chatterboxes, creating an orchestra of gossip in tight spaces."
STE-017 traffic bus stop.wav,"A man starts chatting, while cars whiz by, stealing his thunder on the highway. ","Amidst a high-speed car ballet, our brave man attempts conversation.","A man speaks, the zooming cars behind providing a majestic audio backdrop.",A man's talk competes with three vehicles' speedy soundwaves.,"As eloquent words flow from the man, background cars offer their drive-by commentary."
microwave.oven.wav,"A microwave's sizzle and ding, like a gourmet chef for lazy folks.","A microwave cooking, then dinging triumphantly after nuking your leftovers.","The musical sizzle and ding, heralding a microwave's culinary masterpiece.","Microwave sizzles, then dings - the kitchen's version of a dramatic finale.","Vacuum hums, bell dings – a soundtrack for chores with surprise endings."
Railway Line Signal.wav,"Train brakes screeching, bells chiming – seems like the train's rehearsing for a heavy metal concert!","Train crossing intersection, sirens blaring – even trains have wild parties with obnoxious guests.","Train halts, bell dings – it's playing Stop and Go: The Musical.","Train brakes, bells ring – is this a transportation method or a percussion ensemble audition?","Train breaks, bells chime at crossing – locomotive joins in an unexpected symphony."
pots and pans.wav,A metallic pot's clanging scrape sounds like a robot's attempt at beatboxing.,"Someone's banging pots and pans, recreating a kitchen drum solo.","A spoon gently taps a tin can, like Morse code for I'm hungry.","A spoon knocks a tin can timidly, asking for tin can's phone number.","The metal pot screeches as it's scraped, auditioning for the role of nails on a chalkboard."
rain and swifts.wav,"Distant traffic hums like a choir of exhausted bees, while water giggles and people whisper conspiracies. ",Water trickling whispers to faintly chatting people as traffic races to join their secret meeting.,Gossiping water and murmuring humans form a backup band for the unstoppable traffic solo.,"Water streams gossiping, people joining in, while the traffic orchestra plays the background tune.","Eavesdropping on chatty waters, shy people, and show-off traffic for nature's urban symphony."
"waterpomp, trein, zand.wav","A person strolls down the road, as cars zoom by and birds gossip behind their back.","An individual meanders along a road, cars whizzing past and birds belting their chart-topping hits.","Strolling feet, then an airplane roars overhead like a metallic dragon on a mission.","A leisurely walk outdoors is interrupted by a car's drive-by, fast and furious style.","A peaceful outdoor walker overtaken by a speedy car, making them wonder if they're in the Grand Prix."
Fridge opening and closing.wav,A mini door's endless game of peekaboo.,Tiny door's swing dance marathon.,A microwave playing door hokey pokey repeatedly.,Door latch's rapid-fire open and close workout.,Door latch practicing its daily open-close yoga.
"Gravel road walk, .wav","A person strolls on gravel, sounding like they're crushing a bag of chips with each step.",A person walks on gravel as birds perform their latest chirp-hop single.,Gravel footsteps and bird chirps: nature's very own ASMR soundtrack.,"Shoes dance on a twig-and-leaf-covered stage, tap-dancing through the forest.","A person walks on a gravel path, paving their way to Crunchytown."
Little sreet behind a terrasse cafe.wav,"Street orchestra below a bridge, cars honking Beethoven's 5th Symphony overhead.","Garage door creaks, critters form a chaotic animal choir.","Road under a bridge, cars upstairs like stampeding elephants.","Machines humming, people chattering – a robotic cocktail party!","Gossiping humans, noisy machines, and raindrops – nature's symphony."
OUTDOORSgroceryparkinglot.wav,"Car races by, truck screeches like a heavy metal guitarist testing his new brakes.",A massive truck roars to life and ventures into the urban jungle with its traffic entourage.,A mammoth truck rumbles awake and joins the vehicular conga line.,Daytime bridge traffic: the highway's acoustic chorus of horsepower and honks.,Bridge traffic orchestra: daytime rubber symphony on concrete stage.
UndergroundCarPark_medium.wav,"Wet day in a tunnel, cars above and below sound like a synchronized swimming team of engines.",Highway traffic beneath a bridge - it's the secret meeting spot for cars' rebellious teenage years.,Tunnel on a wet day - cars playing Marco Polo above and inside.,Road without intersection: Traffic's never-ending conga line.,Under the bridge: highway traffic's speedy and sassy runway show.
080101-042_pasa el tren.wav,A chatty couple and distant bell compete with a train's grand exit. Sounds like a quirky musical!,A noisy train on track to beat the crossing signal bell in a sound-off!,"Gossiping passengers aboard the world's slowest train, now featuring bells as background music.","A train steals the spotlight with its noisy track performance, while the crossing bell sings backup.","A leisurely train journey featuring bells and voices, perfect for eavesdroppers and cowbell enthusiasts!"
Washington DC 01 090320.wav,"A group of chatty folks, with a phone ringing as if desperately wanting to join the conversation.","People conversing while a background phone seems to be saying, Hey, I'm here too, remember me?","As many people chat, a phone rings like an attention-seeking toddler in the background.","People mingling, gabbing, and one buzzing gadget trying to steal the spotlight with intermittent hellos.",A lively human symphony with a phone's ring as an unexpected solo.
Shed Door Movement.wav,Gentle hammer tap sounds like a polite woodpecker's knock on the door.,The game's loud clicks sound like a tap-dancing keyboard army.,"Clickety-clack, game on attack, finger gymnastics in full swing!","Solid items stacking, creating a symphony of construction cacophony!","Sturdy stuff piles up on a solid surface, it's the Avengers of home organization!"
CityPark Evening Moerputten NL 130510_01.wav,Birds' high-pitched whistles sound like they're auditioning for American Idol with their tiny lungs.,A vehicle cruises by as birds screech like a feathery punk rock band in the background.,Birds in close proximity whistle like an avian orchestra playing their high-pitched symphony.,"A cacophony of bird songs, like a chaotic feathery musical performed by hyperactive avians.","Birds chit-chatting near and far, gossiping about who's got the best nest on the block."
Pedestrian street cph.wav,"Walking, chatting folks nearly side-swiped by a zooming vehicle's impromptu game of Crowd Tetris.","Walker encounters car ambush, followed by surprise chatty guest appearance.","Pedestrian, speedy vehicle, and talkative man form an unintentional acoustic trio.",Two sidewalk strollers share gossip with a drive-by car eager to join the convo.,Wind whistles a tune while speaker performs open-air TED Talk with gale-force support.
tentrain.wav,Radio static droning on like a bored robot with a speech impediment.,Rain slapping surfaces like it's got a vendetta against cleanliness.,"Raindrops hitting plastic sheets like nature's drum solo, starring Mother Earth.",Heavy rain pounding surfaces like a million miniature fists of fury.,"Rain falls on plastic sheets, creating nature's version of a beatboxing contest."
under flyover_300513.wav,Thunder rolls like a grumpy neighbor while birds chirp like they're forming a flash mob musical. ,"Birds hold a singing contest, oblivious to the thunderstorm's grumbling commentary.","Birds chirp their gossip, rain falls like applause, and thunder crashes the party.",Birds perform an upbeat chirping chorus amidst nature's angry drumming and weeping sky.,Thunder mumbles like a disapproving grandparent while birds belt out cheerful tunes in the rain.
waterfallthunder.wav,"A river of rainwater, with a storm providing the background music.","Raindrops dive-bombing into a pond, maintaining a steady rhythm.",Raindrops performing a synchronized dance into the pond.,"Water flowing consistently, like a perfectly timed metronome.",Water taking a leisurely stroll at its favorite pace.
coldwater_stream_04.wav,"Unending water stream, like a talkative aunt at family reunions.","Water gushes non-stop, a relentless liquid marathon runner.","Faucet's on, flooding a tub like Noah's Ark 2.0!","Water races down uneven terrain, a clumsy tap dancer.",Tub or sink: water's running like it's late for work.
Trickling Stream.wav,"Water surges like a powerful, unwavering tidal wave of laughter.",Water playfully dances and plops like a child's giggle in a stream.,"Water zooms through the stream, emulating an Olympic swimmer's determination.","Water races down the river, as if competing in a high-speed aquatic marathon.","Water burbles and splatters in the stream, like an enthusiastic chef making a feast."
Birds and ducks -Delta del Llobregat.wav,"Wildlife chattering, as if gossiping, with a photobombing heavy breather.",Chirpy birds and the soothing lullaby of road rage nearby.,"Birds' tweet-choir, featuring the highway's tire symphony.","Storm winds sprint, animals audition for a wildlife drama.","Storm winds race, animals cry like they're missing their favorite show."
watertab.wav,"Water splashes on a tin can, escalating its volume like a drummer practicing for an underwater gig.","A tin can catches water, the sound amplifying as if it's auditioning for the liquid orchestra.","Rain playing a symphony on the gutter's pan, hitting metal notes for nature's talent show.","Water tapping on metal like Morse code, then suddenly switching to constant chatter of a caffeinated robot.",Water on metal starts as shy taps then gets carried away like a metallic tap-dancer mid-performance.
hail on car.wav,Hail smacking metal like an angry drummer during a storm.,"Hail pelting metal in the storm, sounding like a malfunctioning robot.","Hail and rain on a car roof, nature's aggressive tap-dancing performance.",Hail and rain drumming a car roof like an impatient squirrel in a hurry.,Hailstorm playing stomp the yard on the porch and roof.
20101023.san.juan.de.dios.street.wav,"A giant vehicle cruises, chatty folks mingle, and a mysterious beep joins the party.","Monster truck revs, clickety heels, beeps and chatter form an odd symphony.",Roaring truck engine's secret admirer? Chatty people and a sassy walk-away!,"Gossip hour at the industrial cafe: rumbling machines, gabbing guests, and stomping entrance.",Talkative humans versus machines: a race of footsteps and whirring gears.
Busy Playground.wav,"Birds tweet as people gossip, nature's soap opera unfolds.","Chirpy bird joins humans' chatter, forming the animal-human debate team.",A metal orchestra featuring bird solos and chatty humans.,Kids' swing set symphony: laughter with a touch of squeaks.,"Children gabbing and swinging, creating a playground jazz ensemble."
incheon_4am.wav,"Car drives, halts for a pit stop, then zooms away like it's in a race with snails. ",Car engine purrs and halts like it's playing musical chairs.,"Car moves, stops for hitchhiking cargo, then speeds off to adventure.","A car meets a walking buddy, then races off without a goodbye.","Drive up, strut around, drive away - the life of a fashion-forward car."
Oil (low pass filter).wav,"A motor runs steady, like a marathon runner after an espresso shot.","A motor paces itself, as if on a treadmill, never getting anywhere.","An engine idles, like a bored teenager in the foreground.",An idling motor hums a lullaby for sleepy morning air.,"An idling motor hums solo, stealing the noisy world's spotlight."
Single Thunder Clap.wav,"Rain pours down, with thunder acting like an angry drummer in the sky.",Rain falls while thunder plays hide-and-seek in the clouds above.,Rain tap dances on the ground as thunder belts out its power ballad overhead.,Rain descends with thunder providing a dramatic soundtrack in intervals.,Heavy rain and lightning create a morning waterpark for insomniac ducks.
windy marina 03.wav,"Wind chimes clatter as someone walks by, like a clumsy woodpecker trying to serenade us.","Dishes clink and water runs, as if the kitchen's hosting a tap dance recital.","Chimes play as the wind blows, nature's personal DJ spinning ethereal tunes.","Solid wind chimes clatter, as if the Tin Man's learning to tap dance.","Wind chimes collide in the breeze, performing their own version of a WWE smackdown."
rollingthunder01.wav,"Storm brewing and wind picking up, like Mother Nature's about to have a wild party.","Rain, wind, and thunder collude, creating nature's own jazz band.","Wind strengthens, storm looms, nature prepping for dramatic opera performance.","Distant thunder rumbles, light rain falls, setting stage for Earth's comedy night.","Thunder rolls from afar, light rain sprinkles, nature conducting its own soundcheck."
wind_long_grass_24_96_mono.wav,"A stormy symphony of rain and wind, like nature's own drum solo.",A stormy sea soaks the shore with winds that whip and water that races.,Sea waves and wind join forces to create nature's own mosh pit.,"A storm whips up wind and water, playing nature's game of tag on the shore.","Waves and wind tango in a passionate dance, crashing against the shoreline."
20100515.park.ambiance.02.wav,"Chirping birds orchestrate a symphony of tunes, like nature's tiny DJs spinning records.",Speed-walking human meets chirping birds - a race of nature's soundtrack.,"Birds chirp with diverse tunes, hitting all the high notes in nature's chorus.","Bird chatter mixes with human chatter, creating a feathery cocktail party soundtrack.","Chirping birds and talking humans, a melodious blend in nature's sitcom."
Sources_00197.wav,"Rainstorm echo bouncing around, like a beatboxer trying to make nature's hit single in an open space.","A rainstorm with echo, dancing in the open like a tap-dancer with cymbals between its toes.","The bubbling brook? Just water chuckling over rocks, practicing its stand-up comedy routine.","Water flowing over rocks, like a brook DJ mixing nature's greatest hits in a bubbly remix.","Water streaming in a river, birds chirping - nature's orchestra tuning up for the world's most soothing symphony."
metal chain.wav,"Tiny metal doodads jangling in a container, like a robot's idea of maracas. ",A tin can full of tiny metal trinkets playing an impromptu game of soccer. ,Itty-bitty metal thingies making a jingling tune at their own metallic dance party. ,A choir of little metal bits harmonizing in a cacophony of clinks and clanks. ,"The chain playing a never-ending game of musical chairs, minus the chairs."
wood2.wav,"Drawer objects clank, like a mini orchestra led by a clumsy conductor.","Drawer chaos: objects clank, as if practicing for an amateur gymnastics competition.","Little wooden objects crackle, resembling a dance floor of squirrels wearing tap shoes.",Throwing wooden items in a container - sounds like a tiny lumberjack's bowling tournament.,Tossed wooden objects: the sweet symphony of clumsy carpenters playing maracas.
water in bottle.wav,"Sipping through a straw morphs into munching, like a culinary remix track.","Inside, sloshing liquid sounds like a tiny whirlpool party.",Indoor contained liquid sloshes; it's the secret life of beverages.,Splashing water cleans like it's a mini pool party for filth.,"Dipping items in water to wash, playing aquatic peekaboo with dirt."
city-night-rain-light.wav,"A car zooms past, siren blaring like an awkward party guest announcing their arrival.","A siren wailing from afar as a car cruises by, imitating a musical duet gone wrong.","A siren serenades us as a car glides by, trying to steal the spotlight in this audio drama.","Raindrops tap-dance on car tires, orchestrating splashy symphonies as vehicles scoot by.","Vehicles pirouette through puddles, flinging watery applause as rain paints an aquatic ballet."
SLOT_PLAY_NG.wav,"Keyboard plays a low hum, like an applause-loving seal in concert.","Piano performance features clacking, a playful duet with a woodpecker.","Synth and organ's duet, interrupted by a coin-hungry arcade machine.","A musical instrument party, it's like a sonic potluck of melodies.","Piano tones dance with clacking, like an elegant ballet in a construction zone."
