file_name,style_caption_1,style_caption_2,style_caption_3,style_caption_4,style_caption_5
BirdCallBackyard2016Long.wav,Birds chirping like nature's orchestra tuning up for a performance.,"One bird sings, others join as a woodland choir practice.",Birds harmonizing their chirps like a feathery acapella group.,Birds in endless debate: the great chirp-off in action.,Chirpy birds partaking in a lively game of 'chirp tennis'.
birds in dunes sunset NL 150510_06.wav,"A bird choir delivers a symphony of chirps, like tiny winged opera stars. ",Chirping birds outside an open window: nature's morning alarm clock with no snooze button. ,"In the forest, a bird species convention delivers harmonious chirps, like feathery karaoke night. ",Chirping birds arguing like gossipy neighbors over the backyard fence. ,"Diverse birds form a chirping, singing supergroup – nature's feathery version of The Avengers."
Light Wind.wav,A storm that sounds like Mother Nature throwing a tantrum.,"Rain intensifies, like popcorn in a microwave gone rogue.","Beach waves: nature's ASMR, soothing and serene.","A storm so fierce, it's Zeus and Poseidon having a quarrel.","Waves crashing, serenity's soundtrack with a splash of drama."
Bath 01.wav,"Bubbling water sounds like aquatic gossip, spilling secrets as it tumbles to the ground.","Water flows steadily, then slows down to a drip, just like my motivation on a Monday.","Water pouring from a spout, racing down a drain like it's auditioning for The Great Drain Escape.","Water leaving a fountain, diving into a drain like an Olympic swimmer who overshot the pool.","Water runs into a tub while sneaky drains play catch and release, creating a never-ending aquatic loop."
Heel walking 1A.wav,"A banging sound begins slow, turns into a speed race, and slows back down like a confused drummer. ","Heels clatter chaotically, like a tap dancer having a hiccup attack. ","Hard shoes walking, running, then walking - like a catwalk model having a sudden sprint race. ","High heels strut with inconsistent speed, making it seem like they're playing musical chairs. ","Hard shoes walking, sprinting, then strolling - sounds like a footwear identity crisis."
bird-chatter4.wav,"A bird belts out its chirpy tune, like an opera singer in the wild. ","The bird's repetitive chirping mimics a broken record player, stuck on nature's playlist.","High-up bird tweets, like an avian air traffic controller for fellow feathered friends.",A bird passionately serenades the world with a surround sound quality chirp.,Birds' happy chirps harmonize with a babbling brook's aquatic beat.
Metra Train.wav,"A train races past, cars zooming beside it like a high-speed game of tag on rails.","A train whooshes by as a traffic signal scolds, Warning: Speedsters ahead!","Train zips by, leaving a trail of warning bells like an adrenaline-inducing soundtrack.","Train chugs along, cars alongside it playing Follow the Steel-Snake Leader.","Speedy train vanishes, its exit marked by the applause of warning bells."
Traffic Ambient.wav,"A car cruises with its buddies on the road, like a flock of metal birds.","A motor teases from afar, then zooms by like a ninja, disappearing into the distance.","A motor plays hide-and-seek in the distance, dashes past, and runs off giggling at full speed.","As the wind whispers secrets, a motorcycle flies by and shifts gears like a transformer in action.","The wind playfully pushes a motorcycle as it races by, changing gears like an overexcited superhero."
Sink and Water.wav,"Creaky faucet starts water flow, like a tired athlete's knees, then creaks again to end the race. ","Water stops, but sink acts like a lazy employee draining slowly after a long day.","Floor creaks as sink fills, like a symphony of squeaky shoes during a tap dance routine.",Sink's slow drain is like a congested nose after the water's turned off. Snail-paced and stubborn!,"Dishes get a spa treatment in the sink, water ends, and now it's off to Drainville - population: them."
Train Horn.wav,"A train honks its horn in a musical performance, making an encore as it passes.",A train trumpets its arrival like a royal fanfare on wheels.,"A train zips by, serenading with its horn.","A train races down the tracks, playing a symphony with its horn.","A passing train's horn blowing, like an enthusiastic referee at a sports game."
creaky boxcars.wav,A speedy train zooms with track tunes like an impatient rock band.,"The train strolls leisurely, humming a railway lullaby.","A train cruises on tracks, belting a casual metallic melody.","A rapid train races, singing Choo-Choo to the sound barrier.","A train rumbles with a rhythmic metallic clatter, like tap-dancing on rails."
ELEVATOR CABIN (DOORS OPEN CLOSE).wav,"Door opens, machine hums – it's either a haunted laundry room or a robot's idea of hide-and-seek.","Door opens, machine hums, door opens again – an indecisive robot finally makes up its mind.","Wind-surfing door opens and closes, testing its skills for the Olympic Door Games.",Pool ball ricochets like a pinball wizard with poor aim and a passion for chaos.,"Elevator opens and moves, giving a live performance of the Up-and-Down Symphony."
Triumph start and idle.wav,"A motor engine kicks off, revving twice like it's auditioning for Fast & Furious: Lawnmower Edition.","Motorcycle engine starts, idles like it's procrastinating before a long ride.","A motorcycle engine begins, idles as if contemplating life on two wheels.","Motorcycle starts, runs for a few seconds like it's warming up for a speedy getaway from awkward conversation.","Motorcycle ignites, sits idle – the two-wheeled embodiment of hurry up and wait."
Street sounds cars.wav,"Tiny car motor hums, then wind joins in like nature's backup singer.","A commuter bus pulls up, then leaves like it saw an ex.",An electric vehicle's quiet cruise overshadowed by waves' beach party.,Cars zoom past while one engine shows off its spotless revs.,Cars passing with a final gear-shifting diva closing the show.
GlassPyrexMeasuringCupMugSlideTableDesk.wav,"A man's grinding wood in a work house, sounds like he's trying to make his own toothpicks and fancy furniture.","A man files wood, ending with taps, maybe Morse code for Help! I'm bored of woodworking!","Cement poured on rocks, slid into place - a remix of nature's rocky tunes!",Drawing on wood with strikes - Picasso meets lumberjack-style art!,Man grinding wood on stone surfaces - a caveman DJ dropping beats at work!
Mockingbird singing @ Alfama.wav,"Bird's high-decibel tweet in a tiny room, an avian karaoke gone wild!","Birds' relentless high-pitched gossip session with a sudden, awkward silence.","Birds rehearsing sound crescendo, from whispers to heavy metal screeches.","Bird choir warming up, volume rising like they're competing for solos.","Caged bird at the zoo, auditioning for the next season of The Voice."
Large Splashes.wav,"A colossal boulder cannonballs into the water repeatedly, auditioning for a tsunami role.","Humans plunge into a pool single file, creating their own watery game of leapfrog.","Gigantic stones dive into the water, turning it into a wild jacuzzi party.","Water bursts in with gusto but takes intermittent breaks, imitating a mischievous squirter.",Puddle-sized splashes warm up the crowd before the big aquatic grand finale.
0208 Fountain_Parque_del_Peru.wav,"Speedy cars zip by, racing as if they're in the world's most intense game of tag.","Cars whiz by, making raindrops dance on their hoods like party-goers on a dance floor.","Gentle rain patters, only to be interrupted by a motorcycle's roaring engine, adding its own beat to the melody.","Cars zoom past, harmonizing with the rain's soothing rhythm in a symphony of speed and nature.","Water gurgles as motorcycles approach, performing an impromptu high-speed ballet as they zoom past."
rain.wav,"Heavy raindrops assault a fragile roof, performing a chaotic symphony. ","Thunderous rain attacks a flimsy roof, like nature's angry drummer. ","Rain hammers a tin roof, transforming it into a lively dance floor. ","Furious rain cascades outside, as if competing for the loudest splash award. ","Relentless rain pummels a tin roof, creating an impromptu heavy metal concert."
The Big Circle.wav,"A roaring engine battles the highway symphony, vying for a spot in the loudness hall of fame.","A cacophony of machines in a workshop, gossiping about who's the most efficient.","A workshop filled with engines and machines, all competing for the title of loudest neighbor.","A mighty engine challenges busy highway traffic, like a lion entering a bustling jungle.",Jackhammers and construction provide the soundtrack for an unwilling pedestrian's stroll.
crickets in the woods.wav,"A forest orchestra of bugs, chirping like tiny comedians cracking nature's funniest jokes. ",A cricket choir auditioning for the Insect Idol with their high-pitched melodies. ,"Crickets outside having a shouting match, all competing for the best chirp in town. ","A bug symphony's non-stop performance, showcasing their chirping talents for all to hear. ",A forest party with insects and animals taking turns at the mic for a chirp-off.
glenhaven_stream.wav,"Rain tap-dances on the roof, having a porch party outside.",Raindrops play follow-the-leader straight down to the ground.,"Raindrops play musical chairs on the roof, as the porch audience listens.",Rain's steady march to the ground sounds like a disciplined army of droplets.,"A rainstorm turns into an aggressive waterfall, splashing fiercely over surfaces."
Wipers .wav,"A train starts creeping, then morphs into a speedy locomotive, like a caffeinated snail on wheels.",A train's gradual acceleration is like a sloth finally joining the fast lane in its race to naptime.,"Windshield wipers swaying in rhythm, as if dancing to their favorite song while gradually increasing tempo.",Windshield wipers move like excited metronomes that just can't wait to reach their crescendo.,"Windshield wipers imitate a tortoise turning hare, starting slow and then speeding up with gusto."
dogs_berlin.wav,A dog's barking sounds like a long-range canine gossip session.,"Distant dog barks, the original woof-fi signal drops.","Two dogs growling, the furry freestyle rap battle begins.",Dogs debating outdoors while cars cheer them on.,Canine concert outside featuring automobile backup singers.
April_2004_garden_birds01.wav,"A man's serenade competes with a choir of chirping birds, like a nature-inspired sing-off. ","Time passes with birds as background singers, making life's soundtrack chirpy. ","Whistling wind conducts an orchestra of chirping birds, an open-air symphony.",Forest clearing turns into an avian concert venue with chirping headliners. ,"A wooded area hosts a feathery music festival, all chirps and tweets."
bar crowd.wav,"A buzzing crowd exchanging laughs, like a jolly convention of bees telling knock-knock jokes.","A gathering of people sharing laughter, as if they're attending a stand-up comedy by toddlers.","Numerous voices blending in a crowd, like a symphony of gossip enthusiasts.","Boisterous celebrations in a bar, drowning each other out like competitive karaoke gone wild.","Rowdy bar patrons chatting away, like an excited flock of party parrots."
20090412.bell.strikes.12.wav,"City bell rings, crowds hustle and bustle - it's like synchronized chaos and dancing to a beat!","Busy streets, ringing bell - a symphony of footsteps and chiming!","Gigantic clock chimes, humans mingle - is this a musical or real life?","As the grand clock dings, people outside banter - a well-orchestrated cacophony!","Church bells peal, chit-chats ensue - divine sound waves with a side of gossip!"
ClinkingGlass.wav,"A bell tinkles away, like a fairy with hiccups playing the xylophone. ","Spoon versus bottle showdown, ending in a surprise double bottle tap attack! ","Spoon taps a bottle, then goes rogue, playing bottle bongos! ",A glass rings like a shy wind chime on a breezy day. ,"Bell rings awkwardly, like it's learning to tell jokes at an open mic night."
Gentle Waves Peeling Left To Right 2.wav,"Gushing water every 3 seconds, followed by a cannonball-sized splash!","Water rushes every 3 seconds, then a splash like a belly flop contest!",Waves crash like cymbals with water doing the tango on the shore.,Waves crash like a drum solo while water does its own splash dance.,Waves repeatedly tackling rock shorelines like football linebackers on a mission.
silent street ambience tone.wav,"Machine's hum sounds like a robot trying to snore, with a rattling hiccup.",Ship's horn: foghorns and ducks play Marco Polo.,"Whirring engine meets echoing hallway, throws a thud party.",Engine's whir: hallway's personal rock concert ends with a thud encore.,"Industrious machine rattles, making percussion for its mechanical melody."
creaky.wav,"People stroll by, chatting away, while the music sneakily joins the party in the background.",Hushed whispers fill the air as shoes echo their wooden-floor tap dance performance.,"Shoes tango on wooden floorboards, while gossiping voices form a secretive choir in the backdrop.","Stealthy stairs climbing, with shoes protesting in high-pitched squeaks against the floor's betrayal.","Footsteps waltz, voices paint the air, and music tiptoes from a far-off land."
CarFerrySeaDogsPeople.wav,A dog's barking interrupts a comedic duo's conversation.,Canine stand-up heckler barks during two guys' chat.,"A dog critiques people's fashion with barks; nearby, a stream gossips.",Dog auditions for distant chatterbox choir.,"Rain pours, dog barks, secret whispers all around."
Ubud Crickets.wav,"In a quiet setting, insects form a tiny orchestra with distant birds as background singers. ",Nature's jam session: birds and insects rocking the great outdoors.,"Bugs stage a whispering concert, while shy birds provide backup vocals. ","Insect symphony serenades, as distant birds chime in for a peaceful collaboration. ",The insect's solo performance interrupted by short intermissions and chirping friends.
bellaromani.wav,"A giant bell swings, its echoes creating a bell-ception, like a desperate attempt to find a dance partner.","A bell ball does the tango, ringing and echoing as if it's an attention-seeking opera singer.","A bell got smacked like a misbehaving pinata, making it yell out loud.","The bell became a one-man-band, blasting a cacophony of clangs and bangs.","The bell rang like a chaotic symphony, matching the kids' frenzy as they invaded the churchyard."
CourtyardHome.wav,"Zooming cars on a bustling road, with background tunes that make it feel like a musical race track.","A lively road, cars whizzing by and background beats like a life-sized dance floor.",Parking garage and distant rock band combo: where parallel parking jams meet rock 'n' roll.,"A cacophony of garbage trucks and honking, like an orchestra of impatience with a trashy twist.","Machines humming, metal stacking: welcome to the warehouse symphony of productivity."
cup.wav,"Scratchy sound from an object, like a DJ's fingernail trying to find the rhythm on a wooden table.","Rubbed surface and repeated taps, like a bored squirrel sending Morse code messages on a tree trunk.",Tool scraping and tapping: a multitasking robot making dinner and dancing at the same time.,"Short rubs and taps on instrument, as if playing Hot Potato with a musical device.",Scrapes and taps against a hard surface - enthusiastic carpenter giving high fives to their favorite plank.
SuburbRain_Indoor.wav,"A car zooms by as rain tap dances in the distance, like nature's musical performance.","Cars tiptoe through the streets, trying not to disturb the rain's peaceful melody.",Cars join the parade while rain orchestrates the background music.,Traffic hustles as rain belts out its favorite tune in the background.,Traffic sneaks past while rain sprinkles whispers of sweet serenade.
hostpital-automatic-bed.wav,A locker door's open-shut game is like a metallic dance-off.,"A squeaky porch swing, the person's unofficial audition for a haunted house soundtrack.","A gate's opening-closing sequence, like a rusty metronome in action.",A locker door opens and shuts like an indecisive robot.,Person on a squeaky porch swing: the world's least effective ninja training.
Pouring Into Glass.wav,"Liquid fills a container like a clumsy bartender, pausing to regain balance before spilling more.","Soda pouring into glasses non-stop, as if preparing for an epic, fizzy toast.","Water pouring into three glasses, followed by the jar's grand finale landing.","Three glasses playing musical chairs with water, pausing and restarting like indecisive raindrops.",Triplets of water glasses in an on-and-off relationship with their liquid counterparts.
SYnth_NoisesAX8.wav,"Mechanical whir shifts tones, like a confused robot beatboxing its way through an identity crisis.","Grinding whir tone rollercoaster, like a hiccupping robot finding its inner opera singer.",Electronic feedback tango – low bursts and softer waves dancing to the rhythm of confusion.,"Low feedback bursts mingle with softer waves, composing the secret symphony of glitchy electronics.","Electric static's volume game, like a whispering lightning bolt struggling to make up its mind."
sw_PoultryBarn_cs8049.wav,"Chatty folks mingling at a chicken party, clucking with excitement.","Humans gabbing, animals squawking - a true wildlife mixer.","People gossiping, critters yapping - a loquacious creature convention.","Crowing rooster leads the cacophony choir, humans harmonize.","Vocal bird's solo steals the show, backed by chattering chorus."
dripping taps.wav,"After an awkward silence, a cough emerges as if to break the tension. ","Faucet dripping race, accompanied by manly motor roars and a cough from the audience. ","Silence lingers, then a cough joins like an uninvited guest. ","Dripping water sets the beat, passing car adds bass, and a cough remixes the song. ","Water drips, cars zoom, and a man's cough steals the spotlight."
night ambient crickets bugs white noise occasional cough.wav,"A dog auditioning for a musical, crickets as backup singers, and a man's cough being the surprise guest appearance. ","A cricket symphony interrupted by a man's occasional cough, maybe he's allergic to their performance? ","Crickets serenade the night, a dog barks at the moon, and a man coughs to steal the spotlight. ","Crickets set the mood, a man double-coughs as if signaling for a secret meeting in nature's orchestra. ",Crickets' nature-chirping contest accompanied by an occasional cough from a man who can't quite chirp along.
Regent&#39;s conversation.wav,Four adults chatting while one creates a heel-clicking beat on the ground.,"A trio's animated conversation, spilling the beans on juicy gossip.","A lively chat between two women and a man, possibly discussing fashion faux pas.",Four adults conversing with a background soundtrack of clicking heels.,"A group of chatty people exchanging thoughts, like verbal ping pong."
Garden ambience.wav,"Drums pound, kids gossip, and birds perform their latest hits.",Pile driver's jam session with chirpy bird backup singers.,Birds gossip while humans try to out-chirp them with chants and beats.,Rhythmic humans and chirping birds compete for attention in nature's concert.,"Kids chat, birds tweet, and mystery thumps set the scene for an outdoor symphony."
Morning Ride 2.wav,"Motorcycle revs like a caffeinated squirrel, soaring high and eventually chilling out. ","Propeller plane takes off, sounding like a giant mechanical bumblebee's grand escape. ","Tiny motor vehicle pushes limits, channeling inner racecar driver fantasies. ","Young driver propels cart like a rocket, fueled by first-race adrenaline and determination. ","Motorcycle engine roars, climbing the sound ladder before hitting the chill-out plateau."
27 hn_birdspecking.wav,"A windy joyride with a chatty companion, nature's air conditioner meets motor-mouth.","Cars zooming to Narnia, accompanied by a duck symphony.",Cars vanishing into the horizon as ducks hold their own aquatic TED talk.,"Rush hour chatter and the sweet trickle of a concrete waterfall, soothing city chaos.",Urban sound cocktail: traffic gossip and a refreshing splash of hard surface drizzle.
belgian_brook.wav,"Water splashes constantly, like a tap dancer who won't quit. ",Water zooms around rocks in a creek bed like it's playing an aquatic game of tag. ,"Street gutter water races towards the storm drain, recreating The Great Escape. ","Rain gutter water takes a thrilling ride down the street, seeking adventure in the storm drain. ","Water splashes steadily, like nature's own drummer keeping tempo."
je_PittsPhipps.wav,A bustling restaurant sounds like a symphony of teeth chomping and munching during lunchtime madness.,A chatty crowd walking sounds like a group of gossiping pigeons on a mission.,The cacophony of utensil clanking and chewing in a crowded restaurant sounds like the rush hour Hunger Games.,A hall full of people talking sounds like a lively echo chamber for the world's most opinionated parrots.,Distant echoing chats in a hallway sounds like the ghosts of past gossip still seeking the latest scoop.
Footsteps on Rocky Terrain.wav,"A lone wanderer strolls through the woods, leaves crunching like nature's applause.","A solitary speed-walker on a gravel path, kicking stones like an angry toddler.",Rocks and gravel cry out as they're crunched by a mysterious strolling guest.,"Rocks and gravel grumble, squished underfoot by a nonchalant passerby.","A person tip-toes across gravel, evoking the sound of applause from tiny pebbles."
Hang Man&#39;s Rope.wav,"A creaky swing groans like an old man as someone swings on it, reminding you of your rusty joints.",A person on a rocking chair sounds like a metronome practicing its stand-up routine.,"A porch swing creaks like an overworked door hinge as someone swings, probably to escape their in-laws.",The sound of someone rocking on a chair reminds you of your childhood when you pretended to be a pirate captain.,A person rocking on a wooden chair creates a rhythmic sound that could be the next hot single in the world of furniture music.
fireworks scare birds 150828_0743.wav,"A car zooms past nature's gossiping birds, rudely interrupted by enthusiastic fireworks. ","A symphony of gunshots and chirping birds, nature meets action movie. ","Hammering human, cruising car, and a single opinionated bird: construction zone orchestra. ","The rhythmic hammering, curious car, and chirpy bird create an accidental roadside jam session. ",Fireworks provide an explosive soundtrack as chatty birds and speedy cars join the cacophony party.
"Residential kitchen roomtone, refrigerator fridge hum.wav","A gigantic machine roars, challenging the eardrums of anyone nearby. ",A plane's engine humming as if it's gargling mouthwash.,"Inside the plane, the engine whispers like a shy kitten.",The airplane roars louder than your uncle's snoring at family reunions.,"The airplane prepares for takeoff, imitating a dramatic action movie."
Faucet Running.wav,"Engine humming and rain tap-dancing on the pavement, a wet mechanical ballet.",Engine purrs while raindrops form a percussive symphony on the ground.,Engine roars like a hungry lion in a monsoon jungle.,The engine's roar is a boisterous lullaby for the falling rain.,Rain transforms the glass table into a dramatic drumroll of aquatic applause.
THE_RATT21_1.wav,"A bus sloshes down the road, auditioning for a water park attraction.","Cars speed by in the rain, perfecting their Olympic-level puddle jumps.","Puddles get splashed in the rain, courtesy of cars playing splash the passerby.","Cars and trucks parade on a rainy street, throwing a wet and wild street party.",Cars and trucks join forces in a synchronized rain dance down the wet street.
FlyingOnAPlane.wav,"Chatter fills the air as a dryer hums, like gossiping appliances at a laundromat party.","Subway passengers gab away, battling the white noise monster for conversational dominance.",Road noise hosts a hushed people-whispering soiree in the background.,White noise challenges subway talkers in a conversational decibel duel.,"The dryer whirs, providing background music for the chatty chorus of people."
tornado day 1.wav,"Siren wails steadily, while wind impersonates a lonely wolf howling.","Train chugs along, racing gusts of wind like a pro athlete.","Weather alarm rises, competing with rainfall and timid thunder's melody.","Thunder shyly whispers, rain applauds, as weather alarm steals the show.","Siren's long serenade, accompanied by wind's gentle whistling tunes."
Sonido de fondo y trafico.wav,"A rainstorm on the road, where trucks and cars splash through like a wild water park ride.","One lonely car zips by, then four more join the party racing by like it's rush hour.","Cruising solo with cars whizzing past, and a distant horn honk as the anthem of road warriors.","A pair of cars zoom by, and far away, a semi truck honks like a giant awakened.","Two cars race by before a distant semi truck honks, the road's own version of musical chairs."
birds chirping 03 short.wav,"A bird's subtle chirp in the background, pretending to be a shy opera singer. ","A bird in the background, whisper-chirping like it knows a secret. ","A bird persistently chirps, competing with background noise like an avian DJ battle. ",Birds hold a non-stop outdoor karaoke party with chirping and singing. ,"A distant bird squeaks, practicing for its big mouse audition."
kite_seaside.wav,"Chirps mingle with highway hum, then come footsteps, like a tiny bird orchestra performing roadside.","Someone runs, birds gossip, traffic applauds – nature's multi-layered soundtrack!","Birds chirping, traffic's symphony, and a solo runner – an eclectic audio mix!","Seagulls' seaside conference, people chattering, and distant vroom-vrooms – the coastal cacophony!","Seagulls discuss fish prices, humans chit-chat, and cars hum along – a bustling seaside marketplace!"
watertunnel.wav,"A bath filling with water while someone's in it, like a human tea bag steeping in the tub.","Heavy rain hitting an open garage, nature's car wash minus the giant brush.","Rain trickling into a standing pool, nature's way of topping off your drink.","Water dripping with reverberating sounds, like an underwater echo chamber for lonely drips.","Water drips and reverberates on walls, creating the aquatic acoustics of an impromptu bathroom concert."
STE-002-dishes_lisbon_restaurant.wav,"In a restaurant, folks chow down while discussing their favorite potato conspiracy theories.",People converse as metallic clangs duel with a bird opera in the background.,A silverware percussion ensemble accompanies the melodious chit-chat of human penguins.,"Humans multitask, blabbering and wiggling, as silverware orchestrate their clinky symphony.","A loquacious outdoor reunion, where conversations flow like a restaurant's gossip waterfall."
13gotasb.wav,"The sink, stuffed with water, drips like a beatboxing fish out of water. ",A faucet leaks rhythmic drips like a hip-hop water DJ. ,"A persistent faucet drip, always on tempo for its one-note symphony. ","Water drips into a bucket, while a screen door practices its slam dunk thrice. ",Nearby water trickles play backup vocals to the distant flowing water's serenade.
Page turns and book close_open.wav,"A person leafs through a book like a speed reader on caffeine, then slams it shut like they've found the secret.","Someone flips pages in a book, getting indecisive, before finally closing it with the frustration of choice paralysis.","A book's pages are turned rapidly as if searching for hidden treasure, then shut with the gusto of an unsatisfied pirate.","Flipping through pages faster than a DJ at a vinyl party, the book slams shut like a missed beat drop.","An eager reader flips through pages with increasing speed, finally shutting the book like they've reached the literary finish line."
mall  loud voices.wav,Chattering crowd: it's like a human orchestra without a conductor!,Kid's scream escalates at park: defying the laws of physics.,"Spacious room, sneaky child voice: the tiny spy among us.",Park kid screams louder over time: future opera star or Godzilla?,People's voices merge into an echoey symphony of chaotic harmony.
"Koeien, R4 en riet Lichterveldestraat.wav",Busy street's car-filled symphony gets a surprise soloist: the chirping bird in the background.,"Car enters tunnel, rain begins, echoes ensue: impromptu shower concert.","Cars driving by, wind blowing strong: nature's DJ spinning some background tracks.","Highway rumble steals the spotlight from birdsong, leaving feathered friends envious.",Chirping bird auditions for lead role in bustling car street symphony.
Glass Dishes.wav,"Sink dishes clatter, like they're performing a clumsy tap dance routine.","Stacking dishes, a symphony of ceramic gymnastics.","Clean dishes piling up, flirting with gravity's limits.","Plates and glasses shimmying around, a delicate dinnerware dance.",Dishes in the sink perform a cacophonic underwater ballet.
080902_05_cicada_night_road.wav,"Insect orchestra plays near a road, crickets on violins, cars providing backup bass. ",Crickets serenade distant car rumblings like nature's lullaby for sleepwalking vehicles.,Frog-led insect band croons next to the highway's traffic soundtrack.,Insect DJ drops hot chirps while cars cruise by in sync.,"Summer crickets host a roadside jam session, inviting fellow insects and passing cars."
110422_village_dusk.wav,"A dog's bark duels with kids' chatter and chirpy birds, like an impromptu nature talent show!","Chirping birds open for a barking dog, with a grand finale of human chitchat.","Singing birds, a distant barking dog, and a family chat – it's like a suburban symphony!","Birds sing, a distant dog barks, and a family talks – it's nature's way of gossiping!","Birds kick off the chirp-fest, a dog barks its review, and humans join the chat party!"
at the edge of the forest.wav,A fire crackles like gossiping squirrels while wind impersonates cars racing in the distance.,"A petite fire sizzles like bacon, performing a duet with a shy breeze.","A tiny fire playing peek-a-boo, crackling as it whispers secrets to the timid breeze.",Air orchestrates a leafy ballet of twigs and branches during nature's stormy symphony.,"Wind and rain unleash their leafy wrestling match, sending twigs flying like comedic confetti."
crossing the river.wav,The metallic jingle of someone walking sounds like a cowboy wearing Christmas ornaments for spurs.,"A person's walk echoes with metal jingling, like a pirate with too many keys on their belt.","A person walking in the rain, their shoes clapping like a tap-dancing duck in a puddle.","As someone walks, their zipper clanks like an amateur knight in ill-fitting armor.","Walking at night, footsteps sound like a stealthy ninja who forgot to silence their sneakers."
Bounce-MagnetAndNail.wav,"A ball smacks a surface, buzzing like a caffeinated bumblebee on impact.",A tiny metal ball tap-dances on a wooden stage.,A small metal ball moonwalks across a wooden dance floor.,A petite sphere auditions for the role of Thunder on a tabletop.,"Someone tickling a giggling, vibrating ball against a surface."
spooky compressor.wav,"A fan motor hustles like a tiny hamster on a wheel, while air dances through the duct. ","A powerful wind huffs and puffs, as if it's trying to blow your house down. ","An engine hums along smoothly, like a well-trained vocalist holding a note. ","The air conditioner cools the room with a gentle chime, like a lullaby from a far-off land. ","The wind roars with pride and determination, as if it's competing in an epic race against itself."
Hiss of a Tilley pressurised paraffin (kerosene) lamp.wav,"A fan, the hyperactive wind-machine, refuses to slow down.",A bossy feedback outshines a shy man's whispers.,Creek water gossips while crickets and frogs form nature's orchestra.,"Creek water races, crickets gossip and frogs sing in a wild symphony.","A relentless fan, a gusty marathon runner, blows without breaks."
bolivar_stan_playing.wav,"A kid splashing in a puddle, speaking like it's hosting a watery TED talk.","A little one chit-chatting in a puddle, making waves with words and feet.","Wind, soggy steps, then a child's giggle session: nature's comedy show.","Breezy strides in dampness, followed by youthful chatter and laughter. Wet stand-up comedy!",Strolling in rain puddles with a mini meteorologist reporting live.
Nord_Odal_Nyhus_04_juni_2011_quiet_forest_birds_insects_leaf_rustle_04.wav,"Birds chirp like they're laughing at a joke, while a distant machine whirrs like it wants in on the fun.","Birds hosting a chirp-fest, while bees drop by with their buzzing DJ set.","Birds battle it out in a chirp-off, with a backup bee buzzing as their hype man.","Birds chirping like they're gossiping, while bees buzz around eavesdropping.","Birds chirp their favorite tunes, with bees buzzing the bass line for an impromptu jam session."
Backyard Birds-001.wav,"A motorbike zooms past, birds gossiping like teenagers at the school gate.",Birds hold a chirp-fest as traffic forms their urban orchestra.,Birds singing like divas as cars play backup band.,Joyful birds belt out tunes as traffic provides rush-hour rhythm.,Traffic's smooth flow sets stage for feathery friends' chirpy symphony.
R05_0345.wav,"Birds gossiping, distant vehicles auditioning for Fast & Furious, and a sneaky car intruder approaching.","Birdsong serenading, vehicles playing background beat faraway.","A wannabe spy tiptoes to a car, with birds as backup singers and roaring vehicles camouflaging.","Highways in motion, while bird besties chat above.",Feathered opera stars harmonizing amidst distant traffic's symphony.
Metal_clang.wav,"A bell dings four times, pausing as if to catch its breath between dings.","A bell escalating in volume, as if desperately seeking attention.","A bell taps a few times, maintaining social distance between each tap.","A bell's sound grows louder, like a crescendo in a dramatic symphony.","Four spaced-out dings, as if the bell needed time to contemplate its next move."
Large Warehouse_Factory Ambience.wav,"A fan crammed in a tiny room, desperately trying to blow away its claustrophobia.","A powered fan competes for attention, belting out its best opera in the room.","A small fan, blowing in a room, but dreaming of becoming a hurricane.","A TV set playing white noise, silently begging for some background noise friends.","TV sets white noise – it's so exclusive, it won't let background noise join the party."
Waves on the bay.wav,"Liquid pouring into a basin, sounding like a clumsy bartender at a water park.","Outdoor stream bathing, nature's shower malfunctioning on slow mode.","Outside stream cleanse, nature's answer to why waste water on indoor plumbing?","Tub filling with water, sloshing like an ocean trying to learn ballet.","Water splashing in a tub, turning a simple fill-up into Poseidon's bathtub party."
Rushing_water+wind-Rec_Samsung_HMX-F80_Camcorder.wav,A huge waterfall of rain gushing down a gutter like a wild party in Poseidon's plumbing.,"Water zipping along like a caffeinated otter, speedy and constant.","Water racing over rocks in a stream, playing nature's version of parkour.",Water rushing over rocks like it's in a high-speed aquatic obstacle course.,"Water flowing constantly and rapidly, as if it's rushing to catch the last bus home."
Construction 2.wav,"A chatty machine impersonates a mouse, making squeaks among human babble.",Chatty construction workers multitask: gossiping and sawing away al fresco.,Outdoor construction party: rhythmic sawing and conversational beats.,Chatterbox gents amidst aquatic drumming and surprise thuds.,"Human voices compete with a squeaky, humming machine for attention."
street works_pressure_low rumble.wav,"Heavy rain pounding the pavement, making traffic sound like an orchestra of wet sneakers on linoleum.","A machine clanking away, objects colliding, and someone trying to give a speech in the noisiest library ever.","A mechanical dance party, with clashing objects and chatty guests struggling to be heard over the DJ.",Industrial machines humming while workers chat in the background – the construction site's version of a coffee shop.,Industrial machines stealing the spotlight while workers attempt their own whisper challenge in the background.
2013-03-28 rain in the rainforest.wav,Rainfall splattering the ground like a tap dancer on a wet stage.,A relentless downpour acting like it's trying to set a world record.,Heavy water competing with a nearby fountain for attention.,A persistent downpour determined to soak everything in sight.,Rain pummeling the pavement like an angry drummer on a mission.
